오리역 2번 출구,37.340008532908826,127.10940736502764
미금역 3번 출구,37.349847677007425,127.1095119322761
대원사거리,37.4333527598732,127.159974678578
AK프라자,37.2655524309286,127.000689957099
임광아파트,37.25733945505157,127.0385702751293
장안타운라이프빌라,37.37353200697465,127.14329198847791
태재고개,37.3605376224474,127.147520594291
신현동행정복지센터,37.3596543704212,127.158842845363
오포롯데캐슬,37.35079990147725,127.16417626158668
오포베르빌아파트,37.34588515942693,127.17764305640988
신명아파트,37.64662749375044,127.30382645966235
수지동부아파트101동,37.32784455118282,127.09373554631397
수지이마트,37.3198196118482,127.083355251461
LG빌리지5차,37.32656626275151,127.07286507919481
성복동행정복지센터,37.3164877954924,127.069042233375
용인시평생학습관,37.320360012204006,127.09556408583978
용인포은아트홀,37.32560521586981,127.10479777695241
내대지 우미이노스빌 6차,37.33116144081999,127.12475602579156
신림역 1번출구,37.48414757316173,126.93020453366672
봉천역 1번출구 메가MGC커피,37.4820101390803,126.943208707568
서울대 입구역 1번출구,37.48089724727872,126.95314759533477
낙성대역 3번출구(국민은행),37.47681831557832,126.96314530546555
사당역 1번출구,37.476256013629715,126.98237490748272
사가정시장,37.581143323812064,127.08940143514243
면목역 1번출구,37.58956189857716,127.08739836400662
상봉역 2번출구,37.59632944559537,127.08590025040243
금란교회,37.6007110191529,127.102742085796
녹양역 2번출구,37.759448262196344,127.04244280360253
가능역 2번출구,37.74845569031825,127.04453565749324
의정부역 동부광장,37.7373239383421,127.047562631736
회룡역5번출구,37.7228490469668,127.04729929684751
별내역5번출구,37.6425843537828,127.127695182281
마들역 6번출구,37.6649026764354,127.057599048989
노원역 8번 출구,37.65514374894139,127.06019797298225
중계역 4번출구,37.64400537657003,127.06440402461776
하계역 6번출구,37.63744456179442,127.06735542837035
공릉역 4번출구,37.62581867089215,127.07270307784187
태릉입구역 3번출구,37.6189967556633,127.075007134196
수유역 8번출구 마을,37.64040447183109,127.02585780737077
미아역 8번출구 마을,37.63052597455399,127.02186554527692
미아사거리역 6번출구,37.6140073224775,127.029855875404
